player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Ja'Whaun Bentley,50966,LB,NE,2,2,6.6,100.0,84.8,5.1,5.1,0,0,0,0.0,19,60.1,47.0,74.6,62.3,28.7,81.7,0,28,0.0,0,0,0,106.0,7,39,46,2,5,7,0,66,20,1.8,9.4
Frankie Luvu,51028,LB,WAS,17,10,5.4,76.3,63.5,12.2,9.3,0,2,2,5.3,32,61.8,67.5,59.6,73.4,63.3,57.8,1,32,14.3,6,2,2,96.6,29,384,605,16,26,38,1,302,161,0.9,10.4
Tyrel Dodson,51045,LB,MIA,14,8,4.1,78.7,88.7,11.7,9.2,0,1,2,4.3,17,82.9,67.3,63.0,56.4,47.0,66.0,3,43,7.0,4,2,1,73.0,37,455,513,16,45,47,0,371,260,0.9,10.0
Jahlani Tavai,51055,LB,NE,17,9,5.1,82.8,82.4,7.5,6.2,0,0,4,6.9,19,42.7,54.7,71.9,65.8,63.7,63.6,1,38,15.2,7,4,3,107.0,48,384,466,11,30,58,2,502,297,1.4,10.5
Julian Love,51081,S,SEA,17,4,6.5,62.5,98.1,17.7,11.1,0,0,8,14.3,29,77.4,82.2,90.0,54.4,89.5,84.6,3,76,8.0,4,8,0,87.7,35,658,671,13,42,56,5,351,206,0.6,10.0
Ben Niemann,51099,LB,DET,11,1,1.7,100.0,74.2,6.8,6.8,0,0,0,0.0,11,46.4,55.2,82.9,57.6,65.1,85.7,0,39,0.0,0,0,0,118.8,10,72,97,1,6,10,0,130,113,1.9,13.0
Marcelino McCrary-Ball,51112,LB,NYJ,1,0,,,100.0,,,0,0,0,,22,60.0,75.4,64.7,,60.6,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Taylor Rapp,51172,S,BUF,14,7,11.8,60.0,98.7,37.0,22.2,0,0,3,15.0,4,45.1,59.0,87.1,63.0,85.6,90.5,2,48,0.0,0,3,1,68.3,12,471,477,3,26,20,1,188,95,0.4,15.7
P.J. Locke,51189,S,DEN,15,6,7.6,71.9,95.7,26.1,18.8,0,1,2,6.3,10,59.2,57.5,70.1,57.2,52.2,62.5,0,57,6.1,3,2,1,121.7,23,652,681,10,40,32,3,219,90,0.4,9.5
Minkah Fitzpatrick,51206,S,PIT,17,12,9.5,75.6,98.8,20.2,15.3,1,0,3,7.3,25,67.9,68.4,45.9,51.5,74.3,81.8,1,48,6.0,4,3,3,132.1,31,674,682,9,51,41,5,370,161,0.6,11.9
Fred Warner,51222,LB,SF,17,10,4.3,86.4,93.5,9.9,8.6,0,0,4,6.8,28,88.4,89.2,66.6,63.4,82.1,61.5,2,25,13.4,9,3,1,98.4,51,528,565,20,48,59,3,409,278,0.8,8.0
Drue Tranquill,51276,LB,KC,16,7,4.4,76.2,78.1,11.0,8.4,2,0,3,7.1,16,64.8,66.5,65.2,72.1,61.6,53.6,0,15,7.7,3,1,3,99.7,32,374,479,10,29,42,1,264,176,0.7,8.3
Mike Edwards,51282,S,TB,7,1,13.4,57.1,95.9,32.8,18.7,0,1,1,14.3,30,66.3,72.0,81.4,51.5,83.5,87.8,0,20,0.0,0,1,0,120.8,4,139,145,1,5,7,1,53,8,0.4,13.3
Kristian Welch,51283,LB,BLT,5,0,-0.5,75.0,100.0,3.3,2.5,0,0,0,0.0,3,44.0,46.0,72.8,,54.0,65.1,0,12,0.0,0,0,0,85.4,3,12,12,0,2,4,0,20,21,2.0,6.7
Terrell Edmunds,51334,S,PIT,6,0,13.6,40.0,94.9,27.5,11.0,0,0,1,20.0,25,68.4,71.6,78.4,54.5,72.3,81.2,0,25,0.0,0,1,0,62.1,2,56,59,0,2,5,0,32,13,0.6,16.0
Will Harris,51336,S,NO,13,4,8.9,62.8,94.4,17.9,11.2,0,0,5,11.6,20,60.1,61.5,67.8,61.3,63.1,60.0,1,30,16.3,7,3,1,87.4,27,508,538,11,32,43,2,280,124,0.6,10.4
Derwin James Jr.,51368,S,LAC,16,8,5.9,77.2,88.1,11.7,9.0,0,1,3,5.3,27,75.5,80.5,14.2,76.7,88.6,84.7,1,55,9.8,5,2,5,101.6,44,556,631,18,38,57,2,421,201,0.8,9.6
Amani Hooker,51378,S,TEN,14,4,7.2,64.9,97.7,18.3,11.8,0,0,2,5.4,31,70.3,68.0,84.0,64.5,58.4,65.2,5,27,10.3,3,2,2,68.4,24,469,480,3,22,37,3,220,148,0.5,9.2
Marcus Epps,51391,S,LV,3,1,6.7,92.3,96.3,8.2,7.5,0,0,0,0.0,23,44.0,46.9,79.6,70.8,63.5,32.2,0,23,33.3,6,0,0,109.3,12,103,107,4,11,13,0,133,61,1.4,11.1
Jaylinn Hawkins,51423,S,NE,16,3,7.4,76.5,94.7,24.4,18.6,0,1,1,5.9,19,56.3,60.1,84.9,47.9,69.3,61.5,0,22,15.0,3,1,0,138.4,13,337,356,1,14,17,2,136,43,0.4,10.5
Kaden Elliss,51485,LB,ATL,17,13,5.6,81.3,77.0,9.6,7.8,0,0,2,3.1,2,58.8,71.1,90.0,81.4,70.3,59.4,1,48,13.4,11,2,0,107.9,52,522,678,25,58,64,3,493,247,1.0,9.5
J.T. Gray,51495,S,NO,6,0,8.0,100.0,96.7,26.0,26.0,0,0,0,0.0,20,43.5,37.6,77.0,60.0,55.3,28.5,0,9,50.0,2,0,0,104.2,1,29,30,0,2,1,0,9,1,0.3,9.0
Dre Greenlaw,51503,LB,SF,2,0,0.5,100.0,100.0,8.0,8.0,0,0,0,0.0,28,63.5,82.0,72.6,,85.0,81.4,0,8,0.0,0,0,0,91.7,2,16,16,1,2,2,0,12,11,0.8,6.0
Kenny Moore II,51596,CB,IND,15,6,6.9,69.2,96.1,9.4,6.5,0,0,4,5.1,14,67.3,70.1,86.4,64.3,71.8,37.4,3,59,18.9,10,3,1,99.7,54,536,558,16,37,78,7,487,313,1.0,9.0
Nicholas Morrow,51674,LB,BUF,4,1,8.5,100.0,100.0,6.0,6.0,0,0,0,0.0,4,35.4,47.9,73.2,,71.7,76.4,0,26,0.0,0,0,0,158.3,4,25,25,0,0,4,1,53,19,2.2,13.3
Claudin Cherelus,52094,LB,CAR,4,2,5.3,83.3,91.9,12.8,10.7,0,0,0,0.0,5,61.1,63.3,78.0,71.9,60.8,36.1,0,19,25.0,2,0,0,102.1,5,68,74,2,4,6,0,51,23,0.8,10.2
Paulson Adebo,52280,CB,NO,7,1,10.9,59.6,99.3,7.7,4.6,2,0,10,17.5,20,63.9,63.3,84.5,91.5,47.6,66.2,3,65,8.1,3,7,9,67.0,34,281,283,8,33,57,1,428,180,1.6,12.6
Ivan Pace Jr.,53587,LB,MIN,11,6,4.1,82.1,69.3,6.7,5.5,0,0,0,0.0,18,29.8,64.6,9.0,89.1,85.4,50.7,1,35,26.9,7,0,2,115.6,23,165,238,8,13,28,2,269,154,1.7,11.7
Carrington Valentine,53750,CB,GB,13,3,7.8,79.3,99.7,14.2,11.2,1,0,3,10.3,12,74.4,70.3,52.9,56.2,51.4,50.5,2,31,9.1,2,3,2,79.6,23,345,346,3,17,29,0,290,161,0.9,12.6
C.J. Brewer,54409,DI,TB,12,0,,,2.9,,,0,0,0,,30,55.1,42.9,44.6,56.3,44.2,28.2,0,,33.3,1,0,1,0.0,0,3,104,1,2,0,0,0,0,0.0,
Tarron Jackson,54410,ED,CAR,3,0,,,5.9,,,0,0,0,,5,60.0,41.2,75.7,53.9,39.8,21.3,0,,100.0,1,0,0,0.0,0,1,17,0,0,0,0,0,0,0.0,
Charlie Jones,55038,WR,CIN,1,0,,,100.0,,,0,0,0,,7,60.7,70.2,60.0,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Darrick Forrest,55087,S,WAS,5,2,4.0,100.0,97.7,12.7,12.7,0,0,0,0.0,32,62.8,66.2,77.3,51.0,71.3,60.6,0,9,25.0,2,0,0,124.3,3,42,43,1,4,3,1,13,1,0.3,4.3
Coby Bryant,55088,S,SEA,15,4,10.2,80.0,98.8,23.0,18.4,0,1,3,12.0,29,68.0,72.8,89.9,70.6,79.5,74.9,3,41,11.8,6,3,0,75.9,20,494,500,10,41,25,1,213,57,0.5,10.7
Boye Mafe,55220,ED,SEA,15,2,4.0,75.0,15.0,9.3,7.0,0,0,1,12.5,29,67.3,75.1,75.2,65.6,77.8,66.0,0,15,53.8,7,1,1,85.9,6,61,406,10,4,8,0,41,33,0.7,6.8
Esezi Otomewo,55221,DI,JAX,4,1,,,3.6,,,0,0,0,,15,59.8,46.6,80.0,71.5,29.8,70.9,0,,0.0,0,0,0,0.0,0,2,55,0,0,0,0,0,0,0.0,
Mark Robinson,55265,LB,PIT,2,0,,,80.0,,,0,0,0,,25,63.2,69.9,67.6,56.2,69.5,71.4,0,,,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,
Tycen Anderson,55351,S,CIN,1,0,,,100.0,,,0,0,0,,7,60.7,70.9,60.0,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Kalia Davis,55389,DI,SF,13,0,,,0.8,,,0,0,0,,28,67.3,47.3,59.8,53.8,42.5,46.0,1,,0.0,0,0,1,0.0,0,1,118,1,3,0,0,0,0,0.0,
Ja'Sir Taylor,55426,CB,LAC,14,5,10.7,72.4,95.4,12.0,8.7,0,0,4,13.8,27,57.7,56.7,33.4,48.1,62.9,39.5,0,42,18.2,4,3,2,146.8,21,271,284,5,13,29,5,312,97,1.2,14.9
Elijah Hicks,55584,S,CHI,8,5,18.9,50.0,99.5,49.0,24.5,0,1,1,12.5,6,64.0,71.8,87.4,60.0,81.6,81.7,0,21,7.1,1,1,1,114.6,4,206,207,1,8,8,1,60,3,0.3,15.0
A.J. Terrell,55586,CB,ATL,17,3,10.3,67.2,99.9,14.2,9.5,0,1,4,6.0,2,68.6,68.5,88.9,57.7,61.6,38.0,2,40,20.0,11,2,2,84.5,45,671,672,12,41,67,2,466,166,0.7,10.4
Josh Blackwell,55589,CB,CHI,6,0,8.4,62.5,92.6,14.8,9.3,0,0,1,12.5,6,61.2,58.1,78.0,54.5,45.3,43.2,1,15,25.0,2,0,0,41.7,5,75,81,1,6,8,0,52,28,0.7,10.4
Marco Wilson,55592,CB,CIN,16,2,10.5,61.9,100.0,11.1,6.9,0,0,1,4.8,7,43.7,43.5,83.0,,45.1,49.3,0,25,11.8,2,1,4,101.7,13,161,161,4,13,21,1,162,43,1.1,12.5
Lonnie Johnson Jr.,55615,S,CAR,4,0,19.0,100.0,100.0,6.0,6.0,0,0,0,0.0,5,46.5,50.0,93.1,,65.1,73.0,0,23,,0,0,0,118.8,1,7,7,0,0,1,0,23,4,3.8,23.0
Amik Robertson,55619,CB,DET,17,4,11.0,57.5,97.0,9.6,5.5,2,1,9,11.3,11,60.4,63.1,55.3,50.1,89.7,59.5,0,47,10.6,5,7,4,89.3,46,489,504,17,38,80,2,595,286,1.3,12.9
Russ Yeast,55629,S,HST,2,0,,,100.0,,,0,0,0,,13,30.4,28.4,74.7,,60.0,77.2,0,,0.0,0,0,0,0.0,0,14,14,0,1,0,0,0,0,0.0,
Jeff Okudah,55674,CB,HST,5,0,11.1,72.7,100.0,6.3,4.5,0,0,0,0.0,13,29.3,30.8,82.2,,66.7,46.8,0,64,20.0,2,0,0,145.1,8,52,52,3,8,11,1,146,82,2.9,18.3
Tre Brown,55677,CB,SEA,9,1,11.7,70.0,99.5,13.3,9.3,0,0,2,10.0,29,53.5,53.5,0.0,56.2,71.7,69.1,0,41,6.3,1,1,4,144.8,14,193,194,1,14,20,3,215,54,1.2,15.4
Deommodore Lenoir,55686,CB,SF,15,8,7.9,65.2,96.6,8.5,5.5,5,1,9,10.1,28,70.8,66.5,5.9,43.1,64.7,59.6,2,29,18.0,11,7,7,72.6,58,516,534,9,42,89,0,547,326,1.1,9.4
Marcus Jones,55717,CB,NE,14,6,11.7,60.3,96.7,9.3,5.6,2,0,11,17.5,19,67.1,70.2,52.9,45.0,88.2,82.7,1,45,8.3,4,6,5,92.4,38,385,398,9,38,63,3,466,182,1.3,12.3
Darious Williams,55724,CB,LA,12,1,13.7,63.8,100.0,12.2,7.8,1,1,7,12.1,26,61.5,60.0,60.9,,52.2,49.6,1,33,17.1,6,4,2,95.7,37,482,482,9,28,58,2,503,137,1.1,13.6
Ja'Marcus Ingram,55738,CB,BUF,12,1,7.2,72.7,97.4,8.8,6.4,0,0,2,9.1,4,54.1,58.6,15.0,92.0,68.2,42.2,2,24,10.0,1,2,3,88.3,16,151,155,4,8,22,2,175,101,1.2,10.9
Faion Hicks,55748,CB,SEA,1,0,,,100.0,,,0,0,0,,29,60.0,68.9,69.3,,67.1,74.9,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Xavier McKinney,55775,S,GB,17,12,12.2,69.4,98.1,24.8,17.3,0,1,3,8.3,12,90.0,84.8,44.8,74.2,67.6,85.0,8,33,6.1,3,3,2,56.4,25,654,667,6,34,36,0,311,84,0.5,12.4
Montaric Brown,55797,CB,JAX,17,8,9.5,70.0,100.0,8.6,6.0,0,0,8,10.0,15,61.5,62.2,63.8,,64.0,70.9,1,45,6.9,4,5,6,104.9,56,519,519,15,46,80,4,634,197,1.3,11.3
Kamren Curl,55800,S,LA,16,7,7.4,68.4,95.4,19.9,13.6,0,0,7,18.4,26,59.9,66.2,90.1,84.1,68.9,68.2,0,66,12.2,6,6,2,137.5,26,555,582,5,36,38,6,354,201,0.7,13.6
Arron Mosby,55908,ED,GB,10,0,3.5,0.0,13.3,,6.5,0,0,1,50.0,12,75.8,62.5,83.6,49.6,67.7,46.7,0,,100.0,2,1,0,39.6,0,13,98,1,0,2,0,0,0,0.0,
Eric Stokes,55912,CB,GB,17,6,10.5,61.1,100.0,11.6,7.1,0,0,0,0.0,12,62.4,61.3,86.0,,50.8,76.6,0,31,7.7,3,0,1,96.7,33,398,398,6,30,54,3,326,110,0.9,9.9
Ameer Speed,55918,CB,CHI,1,0,,,100.0,,,0,0,0,,6,61.5,63.3,66.0,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Grant Stuard,55933,LB,IND,9,1,0.3,72.2,93.2,7.1,5.1,0,0,0,0.0,14,65.3,69.4,75.2,54.6,70.1,64.0,0,18,18.8,3,0,0,80.3,13,96,103,7,12,18,0,78,81,0.8,6.0
Bryan Cook,55940,S,KC,17,5,11.9,65.7,99.7,26.0,17.1,0,0,3,8.6,16,55.7,63.7,89.2,55.1,82.8,85.4,2,38,6.0,3,0,0,87.6,23,637,639,7,42,35,2,298,151,0.5,13.0
Nate Hobbs,55948,CB,LV,11,5,4.6,67.4,93.3,9.5,6.4,0,1,3,6.5,23,61.5,61.4,83.9,48.5,62.1,37.6,1,35,24.3,9,3,0,96.3,31,318,341,8,23,46,3,280,200,0.9,9.0
Tony Adams,55953,S,NYJ,14,12,6.4,77.8,96.7,18.3,14.3,0,1,5,18.5,22,67.5,66.4,84.3,64.7,59.4,57.1,1,44,7.7,3,5,4,103.1,21,435,450,6,24,27,1,256,137,0.7,12.2
Raheem Layne,55960,S,NYG,1,0,,,100.0,,,0,0,0,,21,65.0,67.9,73.8,,62.2,80.1,0,,0.0,0,0,0,0.0,0,11,11,0,2,0,0,0,0,0.0,
Geno Stone,55967,S,CIN,17,8,9.9,75.0,97.5,29.6,22.2,0,0,1,3.6,7,53.7,53.1,90.9,63.4,45.5,49.2,4,51,13.5,7,1,0,94.2,21,663,680,7,37,28,3,225,80,0.4,10.7
Markquese Bell,56033,S,DAL,3,0,,,100.0,,,0,0,0,,9,63.2,51.6,0.0,,57.4,41.6,0,,,0,0,1,0.0,0,6,6,0,0,0,0,0,0,0.0,
Mike Brown,56054,S,TEN,10,2,9.8,66.7,99.1,25.4,16.9,0,0,1,8.3,31,67.6,69.2,86.3,57.9,65.5,82.8,0,25,0.0,0,1,1,78.8,8,214,216,8,19,12,0,61,32,0.3,7.6
Benjamin St-Juste,56061,CB,WAS,17,3,12.0,63.6,100.0,9.1,5.8,1,1,8,10.4,32,46.8,47.4,40.0,,56.2,66.1,0,41,6.1,3,7,9,107.0,49,482,482,6,43,77,4,638,161,1.4,13.0
Reed Blankenship,56065,S,PHI,15,10,6.9,83.3,100.0,16.3,13.6,0,0,2,5.6,24,73.6,74.4,87.4,,72.3,52.8,4,40,16.4,9,2,2,72.9,30,524,524,7,36,36,1,316,123,0.6,10.5
Ty Okada,56089,S,SEA,3,2,,,100.0,,,0,0,0,,29,59.6,54.8,73.5,,51.2,28.6,0,,33.3,1,0,0,0.0,0,22,22,0,0,0,0,0,0,0.0,
Nephi Sewell,56107,LB,NO,1,0,-4.0,100.0,87.5,28.0,28.0,0,0,0,0.0,20,70.0,78.1,75.0,71.5,72.6,67.4,0,-6,0.0,0,0,0,79.2,1,28,32,1,2,1,0,-6,-2,-0.2,-6.0
Damarri Mathis,56143,CB,DEN,8,0,9.2,20.0,100.0,43.0,8.6,0,0,1,20.0,10,63.2,64.9,81.3,,68.2,75.2,0,10,0.0,0,1,1,39.6,1,48,48,0,1,5,0,10,0,0.2,10.0
Jason Pinnock,56144,S,NYG,16,12,10.1,81.5,96.8,23.8,19.4,1,0,1,3.7,21,45.5,54.5,90.3,92.3,59.5,48.8,0,49,15.4,8,1,2,148.1,22,551,569,7,32,27,4,271,67,0.5,12.3
Tre Avery,56146,CB,SF,2,0,,,100.0,,,0,0,0,,28,62.4,63.1,66.8,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
DaRon Bland,56158,CB,DAL,7,6,11.6,66.7,100.0,8.9,5.9,1,0,6,13.3,9,71.4,70.1,85.4,,55.1,78.2,0,40,8.6,3,3,2,116.1,30,290,290,7,26,45,4,311,70,1.2,10.4
Marte Mapu,56159,S,NE,10,0,7.2,74.1,96.3,12.2,9.0,0,1,5,18.5,19,62.7,63.4,84.5,81.2,57.7,45.9,1,20,21.1,4,4,0,77.5,20,260,270,5,15,27,0,189,94,0.8,9.5
Keisean Nixon,56167,CB,GB,17,15,8.7,68.3,98.0,10.8,7.4,0,1,7,8.5,12,60.7,64.5,66.5,92.7,64.6,71.1,1,27,8.2,6,6,8,99.7,56,638,651,20,52,82,5,501,146,0.8,8.9
Ifeatu Melifonwu,56203,S,DET,3,0,7.4,71.4,92.9,19.4,13.9,1,0,0,0.0,11,64.4,64.3,0.0,63.4,66.0,76.0,0,18,14.3,1,0,1,82.4,5,104,112,4,6,7,0,35,8,0.4,7.0
Christian Braswell,56207,CB,JAX,2,0,-3.0,100.0,100.0,6.3,6.3,0,0,0,0.0,15,74.9,71.4,74.0,,51.6,84.2,0,10,0.0,0,0,0,93.8,4,30,30,1,3,4,0,26,38,1.0,6.5
Quentin Lake,56245,S,LA,17,11,9.6,64.6,96.7,13.6,8.8,2,0,6,9.2,26,55.6,62.9,67.8,63.8,79.3,70.3,0,46,12.3,8,4,7,97.4,42,615,636,15,46,65,2,487,196,0.9,11.6
Darnay Holmes,56247,CB,LV,9,3,5.4,77.1,91.5,7.0,5.4,0,0,2,5.7,23,49.5,54.1,82.2,61.4,70.7,56.0,0,18,19.2,5,2,2,90.7,27,204,223,5,18,35,0,204,112,1.1,7.6
Jaylon Johnson,56259,CB,CHI,17,3,10.9,62.7,100.0,17.1,10.7,0,0,4,7.8,6,74.2,76.2,69.1,,79.9,46.7,2,60,17.1,7,4,3,85.7,32,575,575,9,31,51,2,424,180,0.8,13.3
Keith Taylor Jr.,56289,CB,KC,5,0,6.2,100.0,100.0,8.4,8.4,0,1,0,0.0,16,62.2,62.7,78.7,,61.5,77.8,0,17,0.0,0,0,0,136.3,5,44,44,2,2,5,1,36,14,0.9,7.2
Elijah Molden,56290,S,LAC,15,8,14.4,69.2,99.6,25.9,17.9,0,1,3,11.5,27,74.1,74.6,88.5,55.2,71.5,78.5,3,26,8.9,4,2,0,47.9,18,500,502,10,33,26,0,173,49,0.4,9.6
Devon Key,56307,S,DEN,13,4,12.7,40.0,98.1,36.0,14.4,0,0,0,0.0,10,56.5,63.1,16.3,68.3,83.8,83.5,0,23,6.7,1,0,1,92.1,4,153,156,2,10,10,1,56,15,0.4,14.0
Jose Ramirez,56323,ED,TB,3,0,-4.0,100.0,4.0,1.0,1.0,0,0,0,0.0,30,60.0,41.5,0.0,55.6,52.1,,0,8,,0,0,1,100.0,1,1,25,0,0,1,0,8,12,8.0,8.0
Victor Dimukeje,56347,ED,ARZ,10,0,-8.0,0.0,20.7,,15.0,0,0,0,0.0,1,86.5,75.1,82.2,75.8,53.2,42.9,0,,20.0,1,0,0,39.6,0,17,82,2,4,1,0,0,0,0.0,
A.J. Epenesa,56369,ED,BUF,17,1,4.0,100.0,3.5,12.0,12.0,1,1,1,100.0,4,54.7,54.6,48.4,56.0,58.7,46.7,0,28,20.0,1,1,4,118.8,1,13,369,7,3,1,0,28,24,2.3,28.0
Andre Jones Jr.,56395,ED,WAS,2,0,,,12.5,,,0,0,0,,32,60.0,39.3,77.0,52.7,42.2,69.2,0,,,0,0,0,0.0,0,1,8,0,0,0,0,0,0,0.0,
Chase Young,56436,ED,NO,17,0,,,4.0,,,0,1,1,,20,90.0,66.8,61.7,66.0,55.4,52.2,0,,25.0,2,1,3,0.0,0,20,502,7,6,0,0,0,0,0.0,
Yetur Gross-Matos,56444,ED,SF,11,0,11.0,100.0,0.9,2.0,2.0,0,0,0,0.0,28,46.9,51.5,88.3,59.4,46.6,36.4,0,14,0.0,0,0,0,118.8,1,2,211,4,1,1,0,14,3,7.0,14.0
Patrick Johnson,56460,ED,NYG,6,0,,,5.3,,,0,0,0,,21,60.0,50.2,78.8,55.5,50.0,27.1,0,,,0,0,0,0.0,0,1,19,0,0,0,0,0,0,0.0,
D.J. Davidson,56523,DI,NYG,12,0,,,2.7,,,0,0,0,,21,74.7,41.0,36.7,61.2,35.1,50.8,0,,50.0,1,0,2,0.0,0,3,113,3,1,0,0,0,0,0.0,
T.J. Slaton,56597,DI,GB,17,0,,,1.0,,,0,0,0,,12,56.0,45.3,54.7,57.6,45.0,36.3,0,,100.0,1,0,2,0.0,0,2,210,1,0,0,0,0,0,0.0,
Malik Herring,56616,ED,KC,12,0,5.5,100.0,4.0,1.5,1.5,0,0,0,0.0,16,51.4,60.2,86.3,57.7,62.1,63.1,0,10,0.0,0,0,0,102.1,2,4,100,0,1,2,0,17,6,5.7,8.5
Payton Turner,56624,ED,NO,15,1,,,0.5,,,0,0,0,,20,62.9,54.0,34.2,70.8,40.7,43.5,0,,33.3,1,0,3,0.0,0,1,190,3,1,0,0,0,0,0.0,
Milton Williams,56682,DI,PHI,17,1,,,0.3,,,0,0,0,,24,61.0,70.1,42.3,90.4,43.1,40.3,0,,33.3,1,0,3,0.0,0,1,303,6,1,0,0,0,0,0.0,
DJ Johnson,56704,ED,CAR,14,1,2.0,100.0,12.9,18.0,18.0,2,0,0,0.0,5,64.1,54.2,33.0,50.1,60.3,61.9,0,3,0.0,0,0,3,118.8,1,19,147,2,4,1,1,3,1,0.2,3.0
Kwity Paye,56713,ED,IND,15,1,10.0,100.0,2.0,8.0,8.0,0,0,0,0.0,14,69.8,66.8,91.2,57.8,67.4,65.2,0,29,0.0,0,0,0,118.8,1,8,395,13,7,1,0,29,19,3.6,29.0
Jordan Elliott,56734,DI,SF,15,0,,,0.5,,,0,0,0,,28,57.0,47.6,23.8,54.6,53.1,40.4,0,,0.0,0,0,4,0.0,0,1,214,1,1,0,0,0,0,0.0,
Isaiah Thomas,56798,ED,CIN,2,0,-1.0,100.0,9.5,2.0,2.0,0,0,0,0.0,7,72.2,62.4,80.8,58.6,55.0,72.6,0,0,,0,0,0,79.2,1,2,21,0,0,1,0,0,1,0.0,0.0
Javon Kinlaw,56834,DI,NYJ,17,0,0.5,50.0,0.5,2.0,1.0,2,0,0,0.0,22,55.3,53.4,10.5,68.2,50.8,36.4,0,3,0.0,0,0,8,56.3,1,2,401,6,3,2,0,3,0,1.5,3.0
Arnold Ebiketie,56862,ED,ATL,17,2,4.0,83.3,14.5,10.6,8.8,0,0,0,0.0,2,72.0,68.2,60.1,68.1,57.5,79.5,0,14,8.3,1,0,2,88.9,5,57,393,12,9,6,0,32,11,0.6,6.4
Ta'Quon Graham,56868,DI,ATL,10,0,,,0.9,,,1,0,0,,2,60.0,63.9,51.6,58.7,67.4,58.8,0,,100.0,1,0,2,0.0,0,1,108,0,0,0,0,0,0,0.0,
Micheal Clemons,56872,ED,NYJ,17,1,,,0.9,,,0,0,0,,22,70.4,50.6,70.7,55.2,46.6,53.1,0,,25.0,1,0,2,0.0,0,3,336,4,2,0,0,0,0,0.0,
Jaelan Phillips,56902,ED,MIA,4,0,0.0,66.7,21.4,9.0,6.0,0,0,0,0.0,17,60.4,66.1,40.4,65.2,67.5,33.2,0,9,50.0,1,0,1,74.3,2,18,84,2,1,3,0,12,16,0.7,6.0
Jay Tufele,56913,DI,CIN,12,0,,,0.8,,,0,0,0,,7,55.3,44.4,83.9,56.3,42.0,39.4,0,,66.7,2,0,0,0.0,0,1,119,0,1,0,0,0,0,0.0,
Dayo Odeyingbo,56923,ED,IND,17,0,,,0.2,,,0,0,0,,14,73.0,66.1,73.9,65.5,56.8,28.9,0,,42.9,3,0,2,0.0,0,1,440,7,4,0,0,0,0,0.0,
DeAngelo Malone,56941,ED,ATL,9,0,,,26.8,,,0,0,0,,2,48.1,36.1,18.9,56.9,27.2,36.5,0,,25.0,1,0,1,0.0,0,22,82,4,3,0,0,0,0,0.0,
James Lynch,56962,DI,TEN,16,1,,,0.8,,,0,0,0,,31,59.7,60.1,84.3,56.2,60.7,66.6,0,,0.0,0,0,1,0.0,0,1,128,1,0,0,0,0,0,0.0,
Troy Andersen,57317,LB,ATL,7,4,1.5,90.0,84.6,7.8,7.0,0,0,0,0.0,2,58.6,60.4,83.1,53.4,63.5,60.0,1,31,18.2,4,0,0,78.5,18,148,175,5,14,20,0,157,130,1.1,8.7
Raheem Blackshear,57385,HB,CAR,1,0,,,100.0,,,0,0,0,,5,60.7,82.6,67.6,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Jack Gibbens,57662,LB,TEN,8,6,2.8,75.0,92.1,13.4,10.1,0,0,0,0.0,31,75.7,83.2,80.9,65.0,79.9,65.9,0,24,10.0,2,0,0,86.1,9,129,140,4,12,12,0,62,47,0.5,6.9
D'Marco Jackson,57691,LB,NO,3,1,3.0,100.0,76.5,12.0,12.0,0,0,0,0.0,20,60.7,61.0,79.1,52.3,62.3,80.3,0,10,0.0,0,0,0,97.9,2,26,34,0,1,2,0,15,9,0.6,7.5
Tony Fields II,57698,LB,CLV,1,0,,,83.3,,,0,0,0,,8,64.2,74.4,70.3,59.4,71.7,76.1,0,,,0,0,0,0.0,0,5,6,0,0,0,0,0,0,0.0,
Jon Rhattigan,57718,LB,CAR,1,0,,,100.0,,,0,0,0,,5,60.7,84.1,99.9,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Chandler Wooten,57726,LB,CAR,3,1,8.4,83.3,84.2,7.5,6.3,0,0,0,0.0,5,29.5,29.2,79.9,53.0,40.8,34.7,0,42,33.3,4,0,0,146.5,10,80,95,1,7,12,1,207,123,2.8,20.7
