player,team,games,position,recTarg,recRec,recRec40s,recYds,recYds100Games,recTds,recTd40s,recDrops,catch,depth,ypt,ypr,rac,rzRecTarg,rzRecRec,rzRecTds,rzRecTargPct,rzRecRecPct,rzRecTdPct,ezRecTarg,ezRecTds,ezRecTargPct,ezRecRecPct,ezRecTdPct,rushCarries,rush40s,rushYds,rushYds100Games,rushTds,rushTd40s,ypc,yac,rushTa,tat,fumbles,rzRushCarries,rzRushTds,rzRushPct,rzRushTdPct,i5RushCarries,i5RushTds,i5RushPct,i5RushTdPct,patConversions,patAttempts,fantasyPts,ptsPerSnap,ptsPerTouch
Nick Bawden,NYJ,16,RB,3,3,0,21,0,0,0,0,100,-1,7,7,8,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,2,1.5,0,0,0,1,1,50,100,1,1,50,100,0,0,11.5,0.09,2.3
Darrell Daniels,DET,3,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alex Armah,WAS,7,RB,3,3,0,13,0,0,0,0,100,-4.67,4.33,4.33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.09,1.43
C.J. Ham,MIN,17,RB,10,7,0,25,0,0,0,1,70,1.1,2.5,3.57,2.86,1,0,0,10,0,0,0,0,0,0,0,1,0,7,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0.05,1.27
Michael Burton,DEN,17,RB,3,3,0,8,0,0,0,0,100,1,2.67,2.67,1.67,2,2,0,66.7,66.7,0,0,0,0,0,0,7,0,9,0,0,0,1.29,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4.7,0.02,0.47
Keith Smith,ATL,13,RB,3,3,0,33,0,0,0,0,100,6.33,11,11,4.67,1,1,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0.03,2.1
Kyle Juszczyk,SF,17,RB,16,14,0,119,0,2,0,0,87.5,4.31,7.44,8.5,4.36,6,6,2,37.5,42.9,100,0,0,0,0,0,5,0,6,0,0,0,1.2,0.8,0,0,0,2,0,40,0,1,0,20,0,0,0,38.5,0.08,2.03
Nick Bellore,SEA,3,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Darnell Washington,PIT,17,TE,9,7,0,61,0,0,0,0,77.8,1.56,6.78,8.71,7.29,1,1,0,11.1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0.03,1.87
Davis Allen,LA,15,TE,11,10,0,95,0,1,0,1,90.9,2.18,8.64,9.5,7.4,2,2,1,18.2,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0.13,2.55
Elijah Higgins,ARZ,11,TE,17,14,0,163,0,1,0,1,82.4,7.35,9.59,11.64,5.07,3,3,1,17.6,21.4,100,1,1,5.9,7.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3,0.19,2.59
Dalton Kincaid,BUF,16,TE,90,73,1,673,0,2,0,3,81.1,6.73,7.48,9.22,4.27,17,10,2,18.9,13.7,100,3,1,3.3,1.4,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,152.3,0.22,2.09
Julian Hill,MIA,15,TE,8,6,0,48,0,0,0,0,75,3.5,6,8,5.5,2,1,0,25,16.7,0,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.8,0.03,1.8
Cole Turner,WAS,12,TE,15,11,0,120,0,0,0,1,73.3,7.6,8,10.91,4.64,5,3,0,33.3,27.3,0,2,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.16,2.09
Pat Freiermuth,PIT,12,TE,44,32,0,308,1,2,0,0,72.7,7.05,7,9.63,4.81,8,5,2,18.2,15.6,100,5,2,11.4,6.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,74.8,0.16,2.34
Zack Kuntz,NYJ,1,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greg Dulcich,DEN,2,TE,4,3,0,25,0,0,0,0,75,6.25,6.25,8.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0.17,1.83
Tommy Tremble,CAR,16,TE,30,23,0,194,0,3,0,0,76.7,7.53,6.47,8.43,4.35,7,5,3,23.3,21.7,100,2,2,6.7,8.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4,0.11,2.63
Kyle Pitts,ATL,17,TE,86,53,0,667,0,3,0,2,61.6,12,7.76,12.58,2.49,14,9,3,16.3,17,100,3,2,3.5,3.8,66.7,1,0,-4,0,0,0,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137.3,0.19,2.54
Will Mallory,IND,12,TE,22,18,1,207,0,0,0,0,81.8,6.5,9.41,11.5,4.83,1,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38.7,0.24,2.15
Brevin Jordan,HST,13,TE,20,17,0,219,0,2,0,1,85,5.45,10.95,12.88,7.82,4,4,2,20,23.5,100,1,1,5,5.9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9,0.18,2.99
James Mitchell,DET,14,TE,2,2,0,28,0,0,0,0,100,7.5,14,14,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0.03,2.4
Blake Whiteheart,ARZ,1,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Trey McBride,ARZ,17,TE,105,81,0,825,2,3,0,4,77.1,6.19,7.86,10.19,5.31,15,10,3,14.3,12.3,100,6,2,5.7,2.5,66.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181.5,0.23,2.24
Tanner Hudson,CIN,12,TE,49,39,0,352,0,1,0,1,79.6,5.51,7.18,9.03,3.74,4,4,1,8.2,10.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2,0.29,2.06
Dalton Keene,HST,1,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grant Calcaterra,PHI,13,TE,4,4,0,39,0,0,0,0,100,1.75,9.75,9.75,8,1,1,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0.07,1.98
Brock Wright,DET,14,TE,14,13,0,91,0,1,0,1,92.9,2.79,6.5,7,3.92,2,2,1,14.3,15.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.1,0.07,2.16
Brady Russell,SEA,6,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hunter Long,LA,3,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Connor Heyward,PIT,17,TE,33,23,0,167,0,0,0,2,69.7,5.12,5.06,7.26,4.48,5,3,0,15.2,13,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7,0.1,1.65
Tucker Fisk,ATL,6,TE,1,1,0,9,0,0,0,0,100,4,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.03,1.9
Anthony Firkser,DET,1,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Parker Hesse,ATL,3,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brycen Hopkins,LA,15,TE,7,5,0,78,0,0,0,0,71.4,8.43,11.14,15.6,6.6,2,2,0,28.6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0.13,2.56
Noah Togiai,PHI,1,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dallas Goedert,PHI,14,TE,81,59,1,592,1,3,0,2,72.8,5.48,7.31,10.03,5.42,13,8,3,16,13.6,100,3,2,3.7,3.4,66.7,1,0,1,0,0,0,1,2,0,0,0,1,0,100,0,0,0,0,0,0,0,136.3,0.17,2.27
Matt Sokol,NE,3,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jordan Akins,CLV,17,TE,21,15,0,132,0,0,0,2,71.4,5.52,6.29,8.8,3.87,1,1,0,4.8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,0.12,1.88
Josiah Deguara,GB,15,TE,8,8,0,65,0,0,0,0,100,3,8.13,8.13,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0.07,1.81
Jeffery Simmons,TEN,4,TE,1,1,0,2,0,1,0,0,100,2,2,2,0,1,1,1,100,100,100,1,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,1.2,7.2
Irv Smith Jr.,CIN,12,TE,26,18,0,115,0,1,0,2,69.2,4.88,4.42,6.39,3.61,6,5,1,23.1,27.8,100,2,1,7.7,5.6,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35.5,0.11,1.97
Jack Stoll,PHI,17,TE,8,5,0,38,0,0,0,1,62.5,2.5,4.75,7.6,5.2,2,1,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0.02,1.76
Ko Kieft,TB,16,TE,4,1,0,2,0,1,0,0,25,12.75,0.5,2,2,2,1,1,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0.03,7.2
Josh Pederson,JAX,2,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lawrence Cager,NYG,9,TE,5,4,0,36,0,1,0,0,80,5,7.2,9,6.75,2,1,1,40,25,100,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0.13,3.4
Juwan Johnson,NO,13,TE,58,37,0,368,0,4,0,3,63.8,7.97,6.34,9.95,4.03,12,7,4,20.7,18.9,100,3,2,5.2,5.4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.8,0.18,2.64
Tanner Conner,MIA,3,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Taysom Hill,NO,16,TE,39,33,0,291,0,2,0,1,84.6,5.69,7.46,8.82,4.12,8,5,2,20.5,15.2,100,2,0,5.1,0,0,81,0,401,0,4,0,4.95,2.9,13,0.16,1,28,4,34.6,100,8,3,9.9,75,0,0,138.2,0.33,1.21
Eric Saubert,HST,8,TE,3,3,0,12,0,0,0,0,100,1.67,4,4,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0.04,1.4
George Kittle,SF,16,TE,89,65,3,1020,3,6,2,6,73,9.93,11.46,15.69,7.34,19,12,3,21.3,18.5,50,5,3,5.6,4.6,50,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.2,0.23,3.08
David Njoku,CLV,16,TE,120,81,2,882,2,6,0,7,67.5,4.78,7.35,10.89,7.51,23,12,5,19.2,14.8,83.3,10,3,8.3,3.7,50,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,205.2,0.21,2.53
J.P. Holtz,NO,1,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hunter Henry,NE,14,TE,62,42,0,419,0,6,0,2,67.7,9.37,6.76,9.98,1.81,9,6,6,14.5,14.3,100,6,5,9.7,11.9,83.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,119.9,0.18,2.85
Geoff Swaim,ARZ,14,TE,11,10,0,94,0,0,0,1,90.9,5.45,8.55,9.4,3,2,2,0,18.2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0.06,1.94
C.J. Uzomah,NYJ,12,TE,13,8,0,58,0,1,0,1,61.5,9.08,4.46,7.25,3.88,5,2,1,38.5,25,100,3,1,23.1,12.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0.08,2.48
Blake Bell,KC,17,TE,9,5,0,26,0,1,0,1,55.6,3.22,2.89,5.2,4,2,2,1,22.2,40,100,1,1,11.1,20,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.6,0.05,2.72
Tyler Kroft,MIA,6,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Logan Thomas,WAS,16,TE,76,55,0,496,0,4,0,3,72.4,6.55,6.53,9.02,4.29,13,6,4,17.1,10.9,100,7,3,9.2,5.5,75,1,0,2,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,1,128.8,0.18,2.3
Zach Ertz,ARZ,7,TE,42,27,0,187,0,1,0,4,64.3,6.95,4.45,6.93,1.89,10,3,1,23.8,11.1,100,1,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.7,0.18,1.91
Jimmy Graham,NO,13,TE,7,6,0,39,0,4,0,0,85.7,8.29,5.57,6.5,0.67,5,5,4,71.4,83.3,100,4,4,57.1,66.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,0.2,5.65
Andrew Ogletree,IND,12,TE,19,9,0,147,0,2,0,1,47.4,11.95,7.74,16.33,3.33,6,2,2,31.6,22.2,100,2,1,10.5,11.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7,0.11,3.97
Michael Mayer,LV,14,TE,37,27,0,304,0,2,0,2,73,6.35,8.22,11.26,6.04,7,5,2,18.9,18.5,100,1,1,2.7,3.7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,69.4,0.12,2.57
Adam Trautman,DEN,17,TE,35,22,0,204,0,3,0,1,62.9,8.54,5.83,9.27,4.5,14,6,3,40,27.3,100,7,3,20,13.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4,0.08,2.75
Tucker Kraft,GB,17,TE,39,31,1,355,0,2,0,1,79.5,5.31,9.1,11.45,7.55,9,6,2,23.1,19.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,0.13,2.53
Brenton Strange,JAX,14,TE,9,5,0,35,0,1,0,0,55.6,6.33,3.89,7,6,3,2,1,33.3,40,100,1,1,11.1,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0.05,2.9
Sam LaPorta,DET,17,TE,118,86,2,889,1,10,1,7,72.9,7.39,7.53,10.34,4.13,24,16,10,20.3,18.6,100,7,4,5.9,4.7,40,1,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,235.3,0.24,2.7
Luke Musgrave,GB,11,TE,45,34,0,352,0,1,0,1,75.6,7.42,7.82,10.35,5.18,10,6,1,22.2,17.6,100,1,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.2,0.16,2.21
Jesper Horsted,LV,3,TE,1,1,0,4,0,0,0,0,100,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.17,1.4
Donald Parham Jr.,LAC,14,TE,40,27,0,285,0,4,0,3,67.5,8.68,7.13,10.56,4.59,14,7,4,35,25.9,100,7,2,17.5,7.4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5,0.17,2.94
Nate Adkins,DEN,10,TE,5,4,0,22,0,0,0,0,80,-1,4.4,5.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0.1,1.55
Cole Fotheringham,LV,2,TE,1,1,0,6,0,0,0,0,100,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.08,1.6
Daniel Bellinger,NYG,17,TE,28,25,0,255,0,0,0,1,89.3,4.5,9.11,10.2,5.52,2,2,0,7.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.5,0.07,2.02
Payne Durham,TB,13,TE,7,5,0,58,0,0,0,2,71.4,10.57,8.29,11.6,2.6,3,2,0,42.9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0.08,2.16
Teagan Quitoriano,HST,7,TE,3,2,0,33,0,0,0,0,66.7,5,11,16.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0.03,2.65
Jeremy Ruckert,NYJ,15,TE,21,16,0,151,0,0,0,1,76.2,6.52,7.19,9.44,3.06,2,2,0,9.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,0.1,1.94
Luke Schoonmaker,DAL,17,TE,14,8,0,65,0,2,0,4,57.1,6.43,4.64,8.13,3.38,4,3,2,28.6,37.5,100,3,2,21.4,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,0.07,3.31
Chigoziem Okonkwo,TEN,17,TE,74,54,0,528,0,1,0,6,73,7,7.14,9.78,5.02,15,8,1,20.3,14.8,100,4,1,5.4,1.9,100,2,0,6,0,0,0,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,113.4,0.16,2.02
John FitzPatrick,ATL,4,TE,1,1,0,12,0,0,0,0,100,2,12,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.12,2.2
Lucas Krull,DEN,7,TE,13,8,0,95,0,1,0,0,61.5,11.38,7.31,11.88,6.25,5,2,1,38.5,25,100,2,1,15.4,12.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0.14,2.94
Isaiah Likely,BLT,17,TE,37,30,1,411,0,5,1,4,81.1,6.49,11.11,13.7,7.37,12,11,3,32.4,36.7,60,1,1,2.7,3.3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.1,0.2,3.37
Henry Pearson,GB,2,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ben Sims,GB,16,TE,5,4,0,21,0,1,0,0,80,6,4.2,5.25,4.5,2,2,1,40,50,100,1,1,20,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0.06,3.02
Brayden Willis,SF,7,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rodney Williams,PIT,12,TE,2,0,0,0,0,0,0,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Quintin Morris,BUF,15,TE,3,2,0,26,0,1,0,1,66.7,10.67,8.67,13,3,2,1,1,66.7,50,100,2,1,66.7,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0.06,5.3
Jake Ferguson,DAL,17,TE,96,71,1,761,0,5,0,5,74,6.2,7.93,10.72,5.97,24,15,5,25,21.1,100,9,3,9.4,4.2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.1,0.2,2.49
Nick Muse,MIN,1,TE,1,1,0,22,0,0,0,0,100,12,22,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,1.6,3.2
Cade Otton,TB,17,TE,67,47,0,456,0,4,0,3,70.1,6.79,6.81,9.7,4.85,17,9,4,25.4,19.1,100,6,2,9,4.3,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,116.6,0.11,2.48
Travis Vokolek,ARZ,2,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cole Kmet,CHI,17,TE,88,73,2,719,1,6,0,1,83,7,8.17,9.85,4.03,21,16,6,23.9,21.9,100,9,6,10.2,8.2,100,3,0,2,0,0,0,0.67,0.33,0,0,1,1,0,33.3,0,1,0,33.3,0,0,0,181.1,0.21,2.38
Charlie Kolar,BLT,14,TE,9,7,0,87,0,1,0,2,77.8,9.78,9.67,12.43,2.86,2,2,1,22.2,28.6,100,1,1,11.1,14.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,0.09,3.1
Peyton Hendershot,DAL,8,TE,6,4,0,38,0,0,0,2,66.7,5.67,6.33,9.5,6.5,2,0,0,33.3,0,0,1,0,16.7,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,100,0,1,0,100,0,0,0,7.8,0.05,1.56
Tre' McKitty,LAC,6,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Noah Gray,KC,17,TE,39,28,0,305,0,2,0,1,71.8,7.13,7.82,10.89,5,8,5,2,20.5,17.9,100,2,1,5.1,3.6,50,1,0,1,0,0,0,1,0,0,0,0,1,0,100,0,0,0,0,0,0,0,70.6,0.12,2.43
Stone Smartt,LAC,16,TE,19,11,1,155,0,1,1,1,57.9,10.74,8.16,14.09,5,5,1,0,26.3,9.1,0,2,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0.11,2.95
Josh Whyle,TEN,11,TE,15,9,0,94,0,1,0,1,60,9.8,6.27,10.44,4.44,5,2,1,33.3,22.2,100,3,1,20,11.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,0.16,2.71
Colby Parkinson,SEA,17,TE,31,25,0,247,0,2,0,2,80.6,6.97,7.97,9.88,3.64,9,7,2,29,28,100,3,1,9.7,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7,0.12,2.47
Matt Bushman,KC,1,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Andrews,BLT,10,TE,60,45,0,544,0,6,0,4,75,8.2,9.07,12.09,4.82,18,13,6,30,28.9,100,6,3,10,6.7,50,1,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,135.4,0.29,2.94
Dalton Schultz,HST,15,TE,84,59,0,635,1,5,0,4,70.2,8.21,7.56,10.76,4.31,18,8,5,21.4,13.6,100,9,4,10.7,6.8,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,152.5,0.21,2.58
Hayden Hurst,CAR,9,TE,30,18,1,184,0,1,0,2,60,8.6,6.13,10.22,3.72,6,4,1,20,22.2,100,2,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4,0.13,2.36
Drew Sample,CIN,17,TE,27,22,0,163,0,2,0,2,81.5,0.63,6.04,7.41,7.77,3,2,1,11.1,9.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3,0.1,2.29
Durham Smythe,MIA,16,TE,41,35,0,366,0,0,0,0,85.4,6.61,8.93,10.46,3.91,5,3,0,12.2,8.6,0,1,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.6,0.09,2.05
Mitchell Wilcox,CIN,17,TE,10,9,0,56,0,0,0,1,90,0.9,5.6,6.22,5.22,1,1,0,10,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6,0.06,1.62
Mike Gesicki,NE,17,TE,43,29,0,244,0,2,0,0,67.4,9.28,5.67,8.41,2.97,6,3,2,14,10.3,100,5,2,11.6,6.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,65.4,0.12,2.26
