player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,MIA,17,5,0,17,66.2,7,27,380,96.9,10.8,41,0,5.8,5,414,401,39,4,68.3,6,19,176,96.9,12.5,22,8.8,3,193,187,28
Brandon Graham,5538,ED,PHI,11,0,0,24,71.9,3,13,153,91.3,15.0,23,1,7.8,4,184,168,20,0,73.3,1,9,61,94.4,23.0,14,11.5,2,72,68,12
Kareem Jackson,5545,S,BUF,1,0,0,4,57.1,0,0,2,6.5,0.0,0,0,0.0,0,31,2,0,0,58.8,0,0,1,4.2,0.0,0,0.0,0,24,1,0
Jerry Hughes,5556,ED,HST,7,0,0,13,48.9,0,3,50,94.6,6.0,3,0,3.0,0,56,53,3,0,52.2,0,3,25,93.1,12.0,3,6.0,0,29,27,3
Linval Joseph,5571,DI,DAL,17,0,0,9,77.5,1,3,109,100.0,7.3,8,1,3.7,2,120,120,6,0,63.5,0,2,33,100.0,6.1,2,6.1,1,37,37,3
Von Miller,6154,ED,BUF,13,0,0,4,83.0,3,23,199,95.4,17.6,35,2,9.5,6,219,209,32,0,89.5,3,15,108,94.1,25.0,27,13.0,5,118,111,23
Cameron Jordan,6176,ED,NO,17,4,0,20,54.3,3,21,328,97.7,6.7,22,1,4.9,4,349,341,28,3,56.8,2,13,170,98.3,8.8,15,6.2,3,177,174,18
Cameron Heyward,6183,DI,PIT,17,10,0,25,87.1,12,34,448,100.0,14.1,63,0,7.4,10,479,479,56,5,86.9,10,24,233,100.0,17.2,40,10.7,8,251,251,42
Lawrence Guy Sr.,6385,DI,CIN,4,0,0,7,52.5,0,0,41,100.0,2.4,1,0,0.0,0,41,41,0,0,53.6,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Nick Bellore,6515,LB,WAS,4,0,0,32,60.0,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Stephon Gilmore,7016,CB,MIN,15,0,0,18,58.8,0,0,1,0.2,0.0,0,5,0.0,0,586,1,0,0,,0,0,0,0.0,,0,,0,280,0,0
Bobby Wagner,7050,LB,WAS,17,0,0,32,91.0,6,17,95,16.5,29.5,28,2,15.3,3,619,102,26,0,91.7,4,13,60,22.7,38.3,23,17.5,2,295,67,19
Lavonte David,7060,LB,TB,17,1,0,30,65.7,2,21,135,19.6,11.1,15,2,13.0,6,725,142,29,0,73.3,1,14,67,21.5,16.4,11,17.2,4,340,73,19
Demario Davis,7079,LB,NO,16,0,0,20,66.0,1,6,61,9.7,14.8,9,2,9.0,2,660,64,9,0,60.2,1,3,39,12.3,15.4,6,5.1,0,318,39,4
Rodney McLeod,7271,S,CLV,17,0,0,8,49.7,0,0,13,4.1,0.0,0,0,0.0,0,317,13,0,0,50.6,0,0,5,3.7,0.0,0,0.0,0,136,5,0
Harrison Smith,7641,S,MIN,16,2,0,18,54.7,0,7,47,7.3,4.3,2,2,9.6,1,660,48,8,0,46.1,0,3,17,5.6,5.9,1,8.8,0,304,17,3
Johnathan Hankins,7830,DI,SEA,17,0,1,29,55.3,1,6,160,99.4,3.8,6,4,2.8,1,167,166,8,0,56.1,1,3,34,100.0,2.9,1,5.9,0,35,35,4
Tyrann Mathieu,7850,S,NO,17,0,0,20,51.2,0,3,8,1.4,0.0,0,1,18.8,0,626,9,3,0,52.2,0,2,5,2.0,0.0,0,20.0,0,306,6,2
John Jenkins,7863,DI,LV,17,2,0,23,57.5,2,7,251,99.6,4.8,12,0,2.6,2,271,270,11,2,62.8,1,6,85,100.0,7.1,6,5.3,1,95,95,8
William Gholston,7908,DI,TB,17,0,0,30,66.1,2,6,98,100.0,12.2,12,1,5.1,1,102,102,9,0,67.3,0,1,39,100.0,15.4,6,3.8,1,39,39,2
Jordan Poyer,8000,S,MIA,16,0,0,17,58.8,1,1,16,2.6,12.5,2,3,6.3,0,616,16,2,0,60.1,0,1,9,3.6,22.2,2,5.6,0,250,9,1
Tony Jefferson,8361,S,LAC,6,0,0,27,60.0,0,0,1,0.8,0.0,0,1,0.0,0,127,1,0,0,60.0,0,0,1,1.8,0.0,0,0.0,0,55,1,0
Jadeveon Clowney,8636,ED,CAR,14,4,2,5,73.2,5,33,322,87.6,14.9,48,4,7.8,6,395,346,44,2,77.2,4,25,160,89.0,20.0,32,12.8,6,191,170,35
Khalil Mack,8640,ED,LAC,16,6,0,27,79.9,8,34,358,96.0,15.1,54,1,7.8,7,404,388,49,2,70.7,4,18,171,97.5,18.7,32,7.6,2,197,192,24
C.J. Mosley,8652,LB,NYJ,4,0,0,22,38.7,0,1,2,6.4,0.0,0,0,25.0,0,47,3,1,0,58.1,0,0,1,7.7,0.0,0,0.0,0,13,1,0
Jimmie Ward,8665,S,HST,10,0,0,13,47.2,0,0,5,2.0,0.0,0,1,0.0,0,302,6,0,0,51.2,0,0,3,2.2,0.0,0,0.0,0,135,3,0
DeMarcus Lawrence,8669,ED,DAL,4,0,0,9,53.9,2,4,83,96.7,2.4,2,1,7.2,3,92,89,9,0,48.9,1,2,35,97.4,2.9,1,7.1,1,39,38,4
Kyle Van Noy,8675,ED,BLT,16,2,0,3,74.2,9,30,378,88.1,11.9,45,3,8.6,13,469,413,52,0,77.1,7,21,189,87.5,18.0,34,13.2,11,248,217,39
DaQuan Jones,8747,DI,BUF,16,1,0,4,73.7,4,17,306,100.0,11.4,35,2,4.4,3,318,318,24,0,73.8,2,13,114,100.0,15.8,18,7.5,1,121,121,16
Brent Urban,8769,DI,BLT,12,2,0,3,54.0,0,4,95,97.0,3.2,3,0,2.1,0,101,98,4,1,59.6,0,3,32,97.1,6.3,2,4.7,0,34,33,3
Shelby Harris,8869,DI,CLV,14,1,0,8,59.7,2,17,251,97.8,7.6,19,1,4.6,2,273,267,21,0,63.2,0,12,85,97.9,14.1,12,9.4,2,95,93,14
Denico Autry,8982,ED,HST,10,2,2,13,61.0,3,11,209,98.7,9.6,20,2,4.8,3,229,226,17,0,56.5,2,5,103,100.0,11.7,12,6.3,3,116,116,10
Shaquil Barrett,9000,ED,TB,1,0,0,30,52.9,0,0,8,80.0,0.0,0,0,0.0,0,10,8,0,0,53.6,0,0,4,66.7,0.0,0,0.0,0,6,4,0
C.J. Goodwin,9243,CB,DAL,2,0,0,9,60.0,0,0,0,50.0,,0,0,,0,2,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Mike Pennel,9316,DI,KC,17,0,0,16,58.7,0,5,136,96.0,2.2,3,1,4.0,3,150,144,8,0,68.4,0,2,29,91.4,3.4,1,10.3,2,35,32,4
Dante Fowler Jr.,9436,ED,WAS,17,0,0,32,65.9,4,29,311,93.7,10.9,34,4,8.8,11,364,341,44,0,65.1,2,21,177,94.2,14.1,25,11.6,9,208,196,32
Leonard Williams,9439,DI,SEA,16,1,1,29,72.3,15,29,447,96.7,11.6,52,4,7.4,11,489,473,55,1,79.1,11,22,211,97.0,17.5,37,12.6,10,236,229,43
Arik Armstead,9450,ED,JAX,17,1,2,15,70.0,5,29,356,99.5,13.8,49,4,5.3,2,382,380,36,0,79.2,5,25,190,99.5,20.5,39,8.9,2,209,208,32
Bud Dupree,9455,ED,LAC,17,1,1,27,51.6,5,15,330,94.9,5.2,17,3,4.8,6,370,351,26,0,50.8,4,7,149,94.8,8.1,12,5.7,3,172,163,14
Shaq Thompson,9458,LB,CAR,4,0,0,5,52.7,1,1,15,12.8,6.7,1,1,6.7,0,133,17,2,0,54.3,1,1,12,23.2,8.3,1,8.3,0,56,13,2
Mario Edwards Jr.,9468,DI,HST,13,1,0,13,67.8,5,16,292,100.0,8.2,24,4,5.0,4,309,309,25,1,66.5,3,10,143,100.0,9.8,14,6.6,3,153,153,16
Preston Smith,9471,ED,PIT,17,0,0,25,59.3,1,12,243,90.9,8.2,20,2,4.7,5,287,261,18,0,64.7,1,7,127,89.9,11.8,15,6.3,4,149,134,12
Eddie Goldman,9472,DI,ATL,17,0,0,2,61.5,2,7,140,100.0,7.1,10,2,3.9,1,149,149,10,0,67.3,1,5,29,100.0,20.7,6,10.3,0,30,30,6
Eric Kendricks,9478,LB,DAL,15,0,0,9,78.5,1,2,56,10.7,10.7,6,0,8.0,3,534,57,6,0,91.6,1,1,24,10.7,16.7,4,12.5,2,225,24,4
Denzel Perryman,9481,LB,LAC,11,0,0,27,83.9,2,3,18,10.1,27.8,5,0,19.4,1,188,19,6,0,73.0,1,1,10,17.5,20.0,2,20.0,1,63,11,3
Ronald Darby,9483,CB,JAX,13,0,1,15,60.0,0,0,0,0.2,,0,3,,0,411,1,0,0,,0,0,0,0.0,,0,,0,160,0,0
Jordan Phillips,9485,DI,BUF,9,0,0,4,62.6,2,4,79,100.0,8.9,7,0,3.8,0,86,86,6,0,65.1,2,2,28,100.0,17.9,5,7.1,0,31,31,4
Jordan Hicks,9517,LB,CLV,12,0,0,8,72.4,4,6,41,12.6,7.3,3,1,17.1,2,350,44,12,0,71.3,3,3,16,11.8,12.5,2,18.8,0,136,16,6
Danielle Hunter,9521,ED,HST,17,1,2,13,80.7,13,41,474,98.8,16.2,77,5,8.2,12,507,501,66,0,81.9,8,25,226,99.2,22.1,50,10.8,8,248,246,41
Carl Davis Jr.,9523,DI,WAS,3,0,0,32,62.9,0,0,21,100.0,9.5,2,0,0.0,0,22,22,0,0,62.9,0,0,8,100.0,12.5,1,0.0,0,8,8,0
Angelo Blackson,9533,DI,ARZ,1,0,0,1,66.7,0,1,9,100.0,22.2,2,0,5.6,0,10,10,1,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Za'Darius Smith,9555,ED,DET,17,0,1,11,76.5,7,46,396,96.3,18.7,74,4,9.2,10,437,421,63,0,79.5,6,35,222,98.0,21.6,48,11.9,6,244,239,47
Kwon Alexander,9557,LB,DET,5,0,0,11,56.3,1,0,2,5.9,0.0,0,1,25.0,0,34,2,1,0,58.7,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Grady Jarrett,9570,DI,ATL,17,0,1,2,60.6,9,21,437,98.7,8.9,39,3,4.3,4,469,463,34,0,65.1,6,15,186,99.5,12.9,24,7.8,4,199,198,25
Bobby McCain,9578,S,MIN,2,0,0,18,55.6,0,0,3,9.7,0.0,0,0,0.0,0,31,3,0,0,55.7,0,0,2,9.1,0.0,0,0.0,0,22,2,0
Michael Burton,9601,FB,DEN,2,0,0,10,60.0,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Quandre Diggs,9633,S,TEN,8,0,0,31,55.4,0,1,2,0.8,0.0,0,0,25.0,0,239,2,1,0,,0,0,0,0.0,,0,,0,84,0,0
Rakeem Nunez-Roches,9650,DI,NYG,15,2,0,21,53.1,3,7,289,99.7,3.8,11,2,2.8,3,306,305,13,0,57.4,2,2,83,100.0,6.0,5,3.6,1,89,89,5
Neville Hewitt,9836,LB,HST,12,0,0,13,61.0,1,0,12,6.0,16.7,2,1,4.2,0,200,12,1,0,60.0,1,0,6,6.6,16.7,1,8.3,0,91,6,1
Troy Hill,9881,CB,TB,6,0,0,30,50.2,0,0,8,6.0,0.0,0,1,0.0,0,150,9,0,0,53.1,0,0,3,3.8,0.0,0,0.0,0,78,3,0
DeShawn Williams,9891,DI,CAR,12,0,0,5,53.8,3,12,214,98.7,5.6,12,0,4.0,1,226,223,16,0,51.5,3,8,122,99.2,6.6,8,5.3,1,128,127,12
Alex Singleton,9994,LB,DEN,3,0,0,10,54.3,1,0,19,19.3,5.3,1,0,2.6,0,109,21,1,0,53.8,1,0,10,20.8,0.0,0,5.0,0,53,11,1
T.Y. McGill,10156,DI,CLV,2,0,0,8,75.7,1,0,12,100.0,8.3,1,0,4.2,0,13,13,1,0,57.1,0,0,2,100.0,0.0,0,0.0,0,3,3,0
Efe Obada,10235,ED,WAS,6,0,0,32,51.7,0,1,34,100.0,5.9,2,0,1.5,0,36,36,1,0,53.2,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Joey Bosa,10637,ED,LAC,14,0,1,27,64.1,10,19,295,98.4,13.9,41,7,6.6,5,320,315,34,0,67.5,6,14,149,97.6,18.8,28,9.4,4,168,164,24
Jalen Ramsey,10639,CB,MIA,17,4,0,17,76.5,3,8,45,7.2,6.7,3,5,14.4,1,654,47,12,1,70.3,2,3,16,6.2,12.5,2,21.9,1,273,17,6
DeForest Buckner,10641,DI,IND,12,1,0,14,77.1,7,21,316,99.1,13.9,44,1,6.6,7,335,332,35,0,84.9,4,16,151,100.0,20.5,31,11.3,7,160,160,27
Leonard Floyd,10643,ED,SF,17,0,2,28,54.5,7,26,357,98.2,8.4,30,3,7.7,11,380,373,44,0,56.7,5,21,193,98.6,10.9,21,11.9,10,207,204,36
Sheldon Rankins,10646,DI,CIN,7,0,0,7,58.9,0,3,153,100.0,4.6,7,0,1.6,1,163,163,4,0,66.6,0,3,65,100.0,10.8,7,2.3,0,70,70,3
Shaq Lawson,10653,ED,CAR,1,0,0,5,59.3,0,3,7,100.0,14.3,1,0,21.4,0,7,7,3,0,61.6,0,3,5,100.0,20.0,1,30.0,0,5,5,3
Artie Burns,10659,CB,SEA,2,0,0,29,73.3,0,2,3,7.5,0.0,0,0,33.3,0,40,3,2,0,,0,0,0,0.0,,0,,0,14,0,0
Kenny Clark,10661,DI,GB,17,0,1,12,63.1,4,28,394,98.6,9.4,37,5,4.3,1,426,420,33,0,61.4,2,18,192,99.5,10.4,20,5.7,1,207,206,21
Emmanuel Ogbah,10666,ED,MIA,16,1,1,17,51.2,5,22,389,88.3,5.4,21,2,5.0,6,469,414,33,1,60.2,2,17,169,91.0,9.5,16,8.0,4,201,183,23
Chris Jones,10671,DI,KC,15,0,2,16,91.0,15,53,508,99.6,18.1,92,7,7.9,6,547,545,74,0,91.4,9,36,228,99.2,24.6,56,12.1,5,250,248,50
Austin Johnson,10677,DI,BUF,15,0,0,4,58.7,1,6,154,100.0,5.8,9,0,2.9,1,168,168,8,0,52.2,0,4,46,100.0,4.3,2,4.3,0,54,54,4
Jihad Ward,10678,DI,MIN,17,1,0,18,58.7,14,16,375,98.3,9.9,37,3,4.3,1,402,395,31,0,61.2,12,13,219,99.1,12.3,27,6.2,1,235,233,26
A'Shawn Robinson,10680,DI,CAR,16,1,0,5,57.1,2,17,340,99.7,5.9,20,3,4.3,5,368,367,24,0,61.9,0,11,110,99.2,10.0,11,8.6,4,123,122,15
Jarran Reed,10683,DI,SEA,17,2,0,29,73.7,10,34,373,94.7,10.7,40,0,7.0,4,419,397,48,1,77.0,6,23,167,93.8,16.8,28,11.1,4,194,182,33
Vonn Bell,10695,S,CIN,17,0,0,7,58.6,1,1,18,4.8,11.1,2,0,5.6,0,433,21,2,0,57.5,0,0,8,4.5,12.5,1,0.0,0,198,9,0
Adam Gotsis,10697,ED,IND,5,0,0,14,52.9,2,1,36,100.0,5.6,2,1,4.2,0,37,37,3,0,49.6,0,1,13,100.0,0.0,0,3.8,0,13,13,1
Kevin Byard,10698,S,CHI,17,0,1,6,83.0,0,2,10,1.7,20.0,2,2,30.0,2,588,10,4,0,78.2,0,0,4,1.4,25.0,1,25.0,1,281,4,1
Maliek Collins,10701,DI,SF,17,0,0,28,70.0,6,33,416,99.8,12.0,50,4,6.1,6,436,435,45,0,74.5,6,25,208,100.0,16.3,34,10.3,6,220,220,37
Yannick Ngakoue,10703,ED,NE,11,0,0,19,46.7,2,6,171,96.8,6.4,11,1,3.5,2,189,183,10,0,47.5,1,5,109,97.5,7.3,8,4.6,2,120,117,8
Jonathan Bullard,10706,DI,MIN,17,4,0,18,47.4,1,4,257,99.6,1.2,3,2,1.4,1,278,277,6,1,50.3,1,1,79,100.0,1.3,1,1.3,0,91,91,2
Daryl Worley,10711,S,TEN,8,0,0,31,53.2,0,2,7,2.9,28.6,2,1,14.3,0,239,7,2,0,55.7,0,2,3,2.9,66.7,2,33.3,0,104,3,2
Kendall Fuller,10718,CB,MIA,11,0,1,17,72.1,0,0,3,0.9,33.3,1,1,0.0,0,345,3,0,0,78.1,0,0,1,0.7,100.0,1,0.0,0,147,1,0
Nick Vigil,10721,LB,DAL,5,0,0,9,43.6,0,1,11,15.8,9.1,1,0,4.5,0,76,12,1,0,45.0,0,1,9,19.6,11.1,1,5.6,0,46,9,1
Javon Hargrave,10723,DI,SF,3,0,0,28,73.3,0,7,60,100.0,13.3,8,0,7.5,1,63,63,8,0,79.8,0,4,31,100.0,19.4,6,9.7,1,32,32,5
Justin Simmons,10732,S,ATL,16,0,0,2,56.7,0,2,16,2.5,6.3,1,0,6.3,0,629,16,2,0,48.8,0,1,8,3.2,0.0,0,6.3,0,248,8,1
Sheldon Day,10737,DI,WAS,12,1,0,32,53.6,1,4,131,100.0,1.5,2,0,1.9,0,141,141,5,0,57.9,1,4,47,100.0,2.1,1,5.3,0,52,52,5
Eric Murray,10740,S,HST,17,0,2,13,54.0,1,1,13,2.8,0.0,0,5,15.4,1,536,15,3,0,60.3,1,0,6,2.9,0.0,0,25.0,1,239,7,2
De'Vondre Campbell,10749,LB,SF,13,1,0,28,52.6,1,4,21,5.3,4.8,1,1,11.9,0,416,22,5,0,60.8,1,2,7,3.4,14.3,1,21.4,0,203,7,3
David Onyemata,10754,DI,ATL,17,1,0,2,61.3,2,14,297,98.7,6.7,20,0,3.7,3,318,314,19,1,64.6,1,7,110,99.1,9.1,10,4.5,1,117,116,9
Andrew Billings,10756,DI,CHI,8,0,0,6,78.6,2,11,136,98.6,12.5,17,1,5.5,1,146,144,14,0,83.2,1,7,56,100.0,16.1,9,8.9,1,58,58,9
Dean Lowry,10771,DI,PIT,12,1,0,25,67.4,0,8,63,98.6,11.1,7,0,7.9,1,72,71,9,1,68.8,0,5,30,96.8,16.7,5,8.3,0,31,30,5
Matthew Judon,10780,ED,ATL,17,3,0,2,53.9,3,16,307,79.0,6.2,19,5,5.0,6,415,328,25,0,54.0,1,11,152,88.0,8.6,13,6.6,4,183,161,16
Quinton Jefferson,10781,DI,BUF,12,0,0,4,54.9,2,9,153,99.4,9.2,14,1,4.9,2,170,169,13,0,55.9,1,8,80,98.9,11.3,9,6.9,1,89,88,10
DJ Reader,10800,DI,DET,15,1,0,11,64.6,6,11,281,99.4,6.8,19,1,4.1,3,316,314,20,1,65.8,3,7,108,99.2,9.3,10,6.5,2,123,122,12
Kamu Grugier-Hill,10842,LB,MIN,10,0,0,18,44.8,0,3,21,17.5,0.0,0,0,7.1,0,126,22,3,0,50.1,0,1,7,17.0,0.0,0,7.1,0,47,8,1
Elandon Roberts,10848,LB,PIT,17,0,0,25,65.4,2,9,40,20.6,7.5,3,0,16.3,1,223,46,12,0,58.1,0,7,14,20.8,14.3,2,25.0,0,77,16,7
Jalen Mills,10867,S,NYJ,9,0,1,22,52.3,0,0,4,2.0,0.0,0,2,0.0,0,255,5,0,0,58.4,0,0,1,0.9,0.0,0,0.0,0,106,1,0
Mike Hilton,10898,CB,CIN,16,2,0,7,58.0,1,5,53,11.5,5.7,3,2,5.7,0,477,55,6,0,39.9,0,1,13,6.0,0.0,0,3.8,0,215,13,1
Kyle Peko,11027,DI,DET,5,0,0,11,58.3,2,0,54,100.0,1.9,1,0,1.9,0,61,61,2,0,66.8,2,0,25,100.0,4.0,1,4.0,0,28,28,2
Michael Pierce,11101,DI,BLT,11,0,0,3,65.0,1,12,136,96.1,7.4,10,0,7.0,3,154,148,16,0,70.3,0,9,49,95.1,16.3,8,9.2,0,61,58,9
Morgan Fox,11184,DI,LAC,17,1,0,27,57.9,2,23,355,97.7,9.3,33,0,4.6,4,393,384,29,0,61.8,1,17,191,98.6,13.6,26,6.8,4,211,208,22
Jonathan Jones,11217,CB,NE,17,0,0,19,57.5,0,0,2,0.5,0.0,0,3,0.0,0,427,2,0,0,,0,0,0,0.0,,0,,0,213,0,0
Roy Robertson-Harris,11341,DI,SEA,17,1,1,29,54.6,3,11,210,97.0,6.7,14,2,4.3,2,233,226,16,0,59.1,2,5,82,98.9,11.0,9,6.7,2,95,94,9
Antonio Hamilton Sr.,11353,CB,ATL,2,0,0,2,52.9,0,0,3,11.5,0.0,0,0,0.0,0,26,3,0,0,60.0,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Myles Garrett,11756,ED,CLV,17,1,1,8,92.8,13,56,451,96.6,23.1,104,6,10.8,14,494,477,83,0,92.4,6,47,203,96.9,31.5,64,17.5,9,224,217,62
Solomon Thomas,11758,DI,NYJ,16,0,1,22,61.2,2,16,242,99.6,7.9,19,5,5.4,4,263,262,22,0,66.1,1,10,100,99.1,14.0,14,8.5,3,107,106,14
Jamal Adams,11761,S,DET,4,0,0,11,50.2,0,0,4,31.3,0.0,0,0,0.0,0,16,5,0,0,60.0,0,0,0,25.0,,0,,0,4,1,0
Marshon Lattimore,11766,CB,WAS,9,0,1,32,55.3,0,2,2,0.6,0.0,0,5,50.0,0,330,2,2,0,,0,0,0,0.0,,0,,0,148,0,0
Haason Reddick,11768,ED,NYJ,10,1,0,22,52.9,3,20,224,91.6,7.6,17,1,6.5,3,263,241,26,0,58.0,2,11,106,95.0,11.3,12,9.0,3,121,115,16
Derek Barnett,11769,ED,HST,16,0,0,13,68.5,3,10,208,100.0,11.5,24,2,5.5,5,222,222,18,0,71.0,1,5,87,100.0,13.8,12,6.9,3,96,96,9
Malik Hooker,11770,S,DAL,17,0,0,9,62.0,1,0,7,1.1,0.0,0,0,7.1,0,635,7,1,0,58.8,0,0,1,0.4,0.0,0,0.0,0,280,1,0
Marlon Humphrey,11771,CB,BLT,16,0,2,3,66.3,3,5,32,5.5,6.3,2,11,15.6,1,620,34,9,0,72.3,0,3,12,4.2,16.7,2,20.8,1,312,13,4
Jonathan Allen,11772,DI,WAS,8,0,0,32,63.0,4,9,165,100.0,9.1,15,0,5.8,3,180,180,16,0,65.5,3,7,83,100.0,12.0,10,8.4,2,92,92,12
Charles Harris,11777,ED,PHI,12,0,0,24,58.9,4,10,219,87.7,11.4,25,0,4.6,3,269,236,17,0,61.3,3,6,109,92.2,12.8,14,6.0,2,128,118,11
Jabrill Peppers,11780,S,NE,6,0,0,19,46.3,0,3,13,6.7,0.0,0,0,11.5,0,223,15,3,0,39.9,0,3,8,8.0,0.0,0,18.8,0,100,8,3
Takk McKinley,11781,ED,NYJ,7,0,0,22,57.7,1,4,59,95.7,10.2,6,1,5.9,1,70,67,6,0,59.5,1,4,27,91.4,18.5,5,9.3,0,35,32,5
Tre'Davious White,11782,CB,BLT,11,0,2,3,58.7,0,0,1,0.4,0.0,0,6,0.0,0,248,1,0,0,,0,0,0,0.0,,0,,0,115,0,0
T.J. Watt,11785,ED,PIT,17,2,1,25,90.1,17,24,534,95.0,13.3,71,2,6.1,12,606,576,53,1,91.0,10,18,286,96.9,16.4,47,8.7,11,320,310,39
Kevin King,11788,CB,ATL,13,0,0,2,58.8,0,0,1,1.5,0.0,0,0,0.0,0,66,1,0,0,58.8,0,0,1,3.4,0.0,0,0.0,0,29,1,0
Budda Baker,11791,S,ARZ,17,0,0,1,61.9,1,8,35,6.2,8.6,3,1,18.6,2,644,40,11,0,61.5,1,4,13,5.5,15.4,2,34.6,2,289,16,7
Marcus Maye,11794,S,LAC,11,0,0,27,57.4,1,4,6,2.8,0.0,0,0,41.7,0,248,7,5,0,50.3,0,2,3,3.4,0.0,0,33.3,0,119,4,2
Marcus Williams,11797,S,BLT,11,0,1,3,55.1,0,0,2,0.7,0.0,0,2,0.0,0,435,3,0,0,55.1,0,0,1,0.9,0.0,0,0.0,0,235,2,0
Tyus Bowser,11802,ED,MIA,9,0,0,17,51.6,0,5,100,63.0,7.0,7,1,2.5,0,165,104,5,0,54.1,0,1,40,66.1,7.5,3,1.3,0,62,41,1
DeMarcus Walker,11806,ED,CHI,17,0,1,6,61.3,12,23,396,97.0,11.1,44,2,5.4,4,428,415,39,0,68.1,9,15,198,98.1,16.7,33,8.1,4,210,206,28
Raekwon McMillan,11809,LB,TEN,8,0,0,31,50.6,0,3,6,5.5,0.0,0,0,25.0,0,128,7,3,0,53.1,0,2,2,6.4,0.0,0,50.0,0,47,3,2
Dalvin Tomlinson,11810,DI,CLV,16,0,0,8,64.8,11,21,302,97.8,8.3,25,1,6.6,4,323,316,36,0,68.4,9,15,103,98.2,13.6,14,13.6,2,111,109,26
Zach Cunningham,11812,LB,DEN,2,0,0,10,58.8,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,58.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Tanoh Kpassagnon,11814,DI,NO,3,0,0,20,63.0,1,1,28,100.0,10.7,3,1,3.6,0,28,28,2,0,51.7,0,0,10,100.0,0.0,0,0.0,0,10,10,0
Larry Ogunjobi,11820,DI,PIT,15,0,0,25,58.2,4,8,276,100.0,8.0,22,1,2.9,2,306,306,14,0,55.1,2,5,135,100.0,8.9,12,4.1,2,148,148,9
Ahkello Witherspoon,11821,CB,LA,13,1,3,26,60.0,0,0,1,0.3,0.0,0,4,0.0,0,320,1,0,0,,0,0,0,0.0,,0,,0,157,0,0
Dawuane Smoot,11823,ED,BUF,11,1,0,4,60.0,3,6,199,97.2,6.5,13,3,3.3,2,214,208,11,1,59.2,3,4,88,94.8,9.1,8,5.1,1,97,92,8
Chris Wormley,11829,DI,BLT,1,0,0,3,56.7,0,1,13,100.0,7.7,1,0,3.8,0,15,15,1,0,52.5,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Duke Riley,11830,LB,MIA,5,0,0,17,49.6,0,0,9,29.0,0.0,0,0,0.0,0,31,9,0,0,55.5,0,0,2,18.2,0.0,0,0.0,0,11,2,0
Alex Anzalone,11831,LB,DET,10,0,0,11,59.7,4,5,55,13.7,9.1,5,2,10.0,1,424,58,10,0,58.6,2,1,30,15.1,6.7,2,5.0,0,219,33,3
Jourdan Lewis,11846,CB,DAL,16,0,1,9,54.9,1,0,22,4.0,4.5,1,4,6.8,1,548,22,2,0,59.7,1,0,8,3.2,0.0,0,18.8,1,249,8,2
Montravius Adams,11848,DI,PIT,10,0,0,25,60.2,0,5,108,100.0,8.3,9,0,3.2,1,114,114,6,0,64.7,0,4,65,100.0,12.3,8,4.6,1,70,70,5
Cameron Sutton,11850,CB,PIT,9,1,1,25,65.0,1,1,16,8.9,0.0,0,1,6.3,0,192,17,2,0,60.9,1,0,4,3.5,0.0,0,12.5,0,115,4,1
Rasul Douglas,11854,CB,BUF,15,0,3,4,52.3,0,1,6,1.2,0.0,0,9,8.3,0,499,6,1,0,60.0,0,0,1,0.5,0.0,0,0.0,0,194,1,0
Trey Hendrickson,11858,ED,CIN,17,4,0,7,90.4,16,49,484,93.5,20.0,97,4,10.4,18,550,514,83,2,90.9,13,29,222,95.6,25.7,57,16.2,15,248,237,57
Eddie Jackson,11867,S,LAC,11,0,0,27,55.4,1,1,2,1.1,0.0,0,1,50.0,0,282,3,2,0,55.4,1,0,2,2.0,0.0,0,25.0,0,148,3,1
Rayshawn Jenkins,11868,S,SEA,13,0,1,29,51.4,0,1,27,7.9,0.0,0,1,9.3,2,340,27,3,0,58.6,0,1,9,6.2,0.0,0,27.8,2,146,9,3
